Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.6230          -0.9697      -0.9923       0.0225    87.2
3.6240          -0.9699      -0.9942       0.0244    94.3
3.6250          -0.9714      -0.9943       0.0229    88.8
3.6260          -0.9731      -0.9928       0.0197    76.2
3.6270          -0.9719      -0.9901       0.0182    70.5
3.6280          -0.9720      -0.9872       0.0153    59.0
3.6290          -0.9703      -0.9848       0.0144    55.9
3.6300          -0.9697      -0.9833       0.0136    52.4
3.6310          -0.9715      -0.9827       0.0112    43.3
3.6320          -0.9707      -0.9833       0.0126    48.7
3.6330          -0.9707      -0.9850       0.0143    55.5
3.6340          -0.9690      -0.9875       0.0185    71.7
3.6350          -0.9685      -0.9904       0.0219    84.6
3.6360          -0.9708      -0.9929       0.0222    85.7
3.6370          -0.9714      -0.9944       0.0230    89.1
3.6380          -0.9703      -0.9942       0.0239    92.5
